Date - Time,Lat,Long,Depth,Mag,Location
30 June 2019 - 11:41 PM,9.52,126.06,44,3,015 km S 42° E of Socorro (Surigao Del Norte)
30 June 2019 - 08:11 PM,5.88,125.93,187,2.7,035 km S 89° E of Jose Abad Santos (Davao Occidental)
30 June 2019 - 07:29 PM,5.33,127.39,170,3.3,206km S 45° E of Governor Generoso (Davao Oriental)
30 June 2019 - 07:19 PM,7.75,126.61,31,2.6,018 km S 75° E of Cateel (Davao Oriental)
30 June 2019 - 07:15 PM,13.72,125.12,1,2.5,0779km S 85° E of Gigmoto (Catanduanes)
30 June 2019 - 05:24 PM,9.7,126.08,22,2.2,007 km S 28° E of Dapa (Dinagat)
30 June 2019 - 04:55 PM,9.97,126.07,33,2.1,006 km S 02° E of Burgos (Surigao Del Norte)
30 June 2019 - 04:03 PM,8.21,126.86,13,2.9,053 km N 69° E of Lingig (Surigao Del Sur)
30 June 2019 - 03:58 PM,8.19,126.85,18,2.7,060 km S 70° E of Hinatuan (Surigao Del Sur)
30 June 2019 - 03:42 PM,5.78,125.72,56,2.9,016 km S 47° E of Jose Abad Santos (Davao Occidental)
30 June 2019 - 03:32 PM,15.07,120.29,32,1.6,018 km N 31° E of Castillejos (Zambales)
30 June 2019 - 02:41 PM,17.34,120.39,39,2.1,006 km N 84° W of San Esteban (Ilocos Sur)
30 June 2019 - 02:40 PM,8.46,126.65,19,2.2,036 km N 73° E of Hinatuan (Surigao Del Sur)
30 June 2019 - 02:30 PM,8.34,126.14,33,1.9,021 km S 83° W of Hinatuan (Surigao Del Sur)
30 June 2019 - 12:01 PM,8.32,125.72,29,1.9,011 km N 88° W of La Paz (Agusan Del Sur)
30 June 2019 - 11:21 AM,8.27,125.83,19,2.2,005 km S 20° E of La Paz (Agusan Del Sur)
30 June 2019 - 10:45 AM,8.49,126.8,1,2.6,052 km N 75° E of Hinatuan (Surigao Del Sur)
30 June 2019 - 10:14 AM,9.81,126.29,14,3.5,015 km N 78° E of General Luna (Surigao Del Norte)
30 June 2019 - 09:40 AM,13.17,124.2,82,3.1,008 km S 74° E of Rapu-rapu (Albay)
30 June 2019 - 09:10 AM,6.9,123.76,1,4,039 km N 77° W of South Upi (Maguindanao)
30 June 2019 - 08:36 AM,8.36,126.46,1,2.3,014 km S 87° E of Hinatuan (Surigao Del Sur)
30 June 2019 - 07:40 AM,8.32,125.71,24,1.9,011 km N 85° W of La Paz (Agusan Del Sur)
30 June 2019 - 06:52 AM,19.94,120.3,1,2.5,142 km N 60° W of Calayan (Cagayan)
30 June 2019 - 05:02 AM,11.92,125.64,22,2.1,021 km S 54° W of Dolores (Eastern Samar)
30 June 2019 - 04:12 AM,9.68,124.85,26,2.1,035 km S 43° W of Limasawa (Southern Leyte)
30 June 2019 - 03:42 AM,17.94,120.87,81,3.2,020 km N 18° W of Tineg (Abra)
30 June 2019 - 03:59 AM,9.66,124.9,22,1.6,034 km S 34° W of Limasawa (Southern Leyte)
30 June 2019 - 03:00 AM,9.6,124.95,30,5,038 km S 20° W of Limasawa (Southern Leyte)
30 June 2019 - 02:20 AM,15.94,124.75,33,1.7,219 km N 17° E of Pandan (Catanduanes)
30 June 2019 - 01:00 AM,8.29,125.86,22,2.2,005 km S 62° E of La Paz (Agusan Del Sur)
30 June 2019 - 12:50 AM,13.59,121.45,8,1.9,027 km S 12° E of San Juan (Batangas)
30 June 2019 - 12:20 AM,11.24,124.6,5,2.3,008 km S 34° W of Capoocan (Leyte)
30 June 2019 - 12:02 AM,8.48,126.66,31,2.2,038 km N 71° E of Hinatuan (Surigao Del Sur)
29 June 2019 - 11:54 PM,19.08,120.94,11,3.2,054 km N 16° W of Claveria (Cagayan)
29 June 2019 - 11:46 PM,13.44,123.62,9,2.2,022 km N 39° E of Polangui (Albay)
29 June 2019 - 11:19 PM,11.74,125.17,17,1.7,032 km S 75° W of Sulat (Eastern Samar)
29 June 2019 - 10:21 PM,17.03,121.53,26,2.1,018 km N 25° E of Alfonso Lista (Potia) (Ifugao)
29 June 2019 - 10:15 PM,15.04,120.25,33,1.7,013 km N 21° E of Castillejos (Zambales)
29 June 2019 - 09:45 PM,9.57,126.2,17,2.1,024 km S 11° E of General Luna (Surigao Del Norte)
29 June 2019 - 09:02 PM,8.42,126.27,23,1.9,030 km N 82° E of Rosario (Agusan Del Sur)
29 June 2019 - 08:54 PM,11.75,125.28,49,3.5,019 km S 89° W of San Julian (Eastern Samar)
29 June 2019 - 08:24 PM,13.98,120.11,10,2.7,014 km N 05° W of Lubang (Occidental Mindoro)
29 June 2019 - 07:51 PM,12.62,124.99,29,2.5,006 km N 21° W of Laoang (Northern Samar)
29 June 2019 - 07:05 PM,15.04,120,27,2.7,008 km S 72° W of San Felipe (Zambales)
29 June 2019 - 04:08 PM,8.26,127.19,2,4.8,088 km N 74° E of Lingig (Surigao Del Sur)
