Date - Time,Lat,Long,Depth,Mag,Location,
16 December 2019 - 02:34 PM,6.63,125.27,17,2.8,010 km S 85° W of Padada (Davao Del Sur),
16 December 2019 - 02:24 PM,6.54,125.22,21,2.9,013 km S 04° E of Kiblawan (Davao Del Sur),
16 December 2019 - 02:06 PM,6.81,124.68,1,1.7,005 km N 75° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 02:02 PM,6.52,125.08,28,2.1,015 km S 77° E of Lutayan (Sultan Kudarat),
16 December 2019 - 01:59 PM,6.31,125.13,23,2.1,013 km N 42° E of Polomolok (South Cotabato),
16 December 2019 - 01:46 PM,6.56,125.11,26,2.3,015 km S 49° W of Kiblawan (Davao Del Sur),
16 December 2019 - 01:40 PM,6.54,125.05,31,2.5,003 km S 33° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 01:39 PM,6.45,124.99,56,2.3,010 km S 75° E of Tampakan (South Cotabato),
16 December 2019 - 01:27 PM,6.79,125.1,29,2.2,012 km N 88° W of Bansalan (Davao Del Sur),
16 December 2019 - 01:22 PM,6.59,125,34,2.1,007 km N 53° E of Lutayan (Sultan Kudarat),
16 December 2019 - 01:03 PM,6.66,124.84,37,2.4,017 km N 45° W of Lutayan (Sultan Kudarat),
16 December 2019 - 12:50 PM,6.61,125.22,18,2.3,016 km S 77° W of Padada (Davao Del Sur),
16 December 2019 - 12:48 PM,6.84,125.08,2,2.7,015 km N 78° E of Columbio (Sultan Kudarat),
16 December 2019 - 12:46 PM,6.86,125.16,2,2.9,024 km N 76° E of Columbio (Sultan Kudarat),
16 December 2019 - 12:21 PM,6.62,125.09,16,2.7,009 km N 43° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 12:14 PM,6.56,125.2,26,1.9,010 km S 11° W of Kiblawan (Davao Del Sur),
16 December 2019 - 12:12 PM,6.71,125.13,11,2,010 km S 90° W of Magsaysay (Davao Del Sur),
16 December 2019 - 12:09 PM,6.66,125.14,9,2.8,024 km N 61° E of Lutayan (Sultan Kudarat),
16 December 2019 - 12:04 PM,6.5,124.94,26,2.2,005 km S 09° W of Lutayan (Sultan Kudarat),
16 December 2019 - 12:04 PM,6.5,124.94,26,2.2,005 km S 09° W of Lutayan (Sultan Kudarat),
16 December 2019 - 11:54 AM,6.74,125.23,1,3.3,002 km N 34° W of Matanao (Davao Del Sur),
16 December 2019 - 11:45 AM,6.55,125.13,30,2.1,015 km S 37° W of Kiblawan (Davao Del Sur),
16 December 2019 - 11:41 AM,6.46,125.17,30,1.8,022 km S 14° W of Kiblawan (Davao Del Sur),
16 December 2019 - 11:37 AM,6.48,125.15,30,2,020 km S 21° W of Kiblawan (Davao Del Sur),
16 December 2019 - 11:33 AM,6.54,125.14,29,2.1,015 km S 31° W of Kiblawan (Davao Del Sur),
16 December 2019 - 11:18 AM,6.59,124.9,34,2.6,007 km N 52° W of Lutayan (Sultan Kudarat),
16 December 2019 - 10:56 AM,6.58,125.03,28,2.2,009 km N 66° E of Lutayan (Sultan Kudarat),
16 December 2019 - 10:45 AM,6.49,125.19,23,2,018 km S 10° W of Kiblawan (Davao Del Sur),
16 December 2019 - 10:38 AM,6.65,124.87,32,2.9,014 km N 39° W of Lutayan (Sultan Kudarat),
16 December 2019 - 10:34 AM,6.73,125.22,1,4,002 km North° 00 of Magsaysay (Davao Del Sur),
16 December 2019 - 10:27 AM,6.66,124.89,33,2.5,014 km N 29° W of Lutayan (Sultan Kudarat),
16 December 2019 - 10:15 AM,6.47,124.98,33,2,010 km S 19° E of Lutayan (Sultan Kudarat),
16 December 2019 - 09:58 AM,6.73,124.95,25,2.1,009 km S 03° E of Columbio (Sultan Kudarat),
16 December 2019 - 09:47 AM,6.43,124.71,37,2,008 km N 36° W of Surallah (South Cotabato),
16 December 2019 - 09:45 AM,6.77,125.12,1,3.4,010 km S 79° W of Bansalan (Davao Del Sur),
16 December 2019 - 09:33 AM,6.62,124.97,33,2.1,008 km N 17° E of Lutayan (Sultan Kudarat),
16 December 2019 - 09:22 AM,6.52,125.2,24,2.3,015 km S 07° W of Kiblawan (Davao Del Sur),
16 December 2019 - 09:17 AM,6.65,125.1,8,2.8,012 km N 37° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 09:09 AM,6.6,124.96,34,3.4,005 km N 13° E of Lutayan (Sultan Kudarat),
16 December 2019 - 08:59 AM,6.48,124.55,42,2.2,006 km S 08° W of Bagumbayan (Sultan Kudarat),
16 December 2019 - 08:55 AM,6.44,125.28,54,2,020 km N 10° E of Malungon (Sarangani),
16 December 2019 - 08:47 PM,6.55,125.22,24,3.4,011 km S 06° E of Kiblawan (Davao Del Sur),
16 December 2019 - 08:45 AM,6.66,125.2,22,2.7,002 km N 80° W of Kiblawan (Davao Del Sur),
16 December 2019 - 08:38 AM,6.72,125.15,7,3.1,007 km N 85° W of Magsaysay (Davao Del Sur),
16 December 2019 - 08:37 AM,19.02,121.29,10,2.3,034 km S 32° W of Calayan (Cagayan),
16 December 2019 - 08:24 AM,6.44,125.22,34,2.4,020 km N 10° W of Malungon (Sarangani),
16 December 2019 - 08:21 AM,6.67,124.95,30,1.7,014 km N 01° E of Lutayan (Sultan Kudarat),
16 December 2019 - 08:09 AM,6.49,125.1,29,1.7,018 km S 69° E of Lutayan (Sultan Kudarat),
16 December 2019 - 08:07 AM,6.53,125.03,38,2.8,009 km S 73° E of Lutayan (Sultan Kudarat),
16 December 2019 - 08:04 AM,6.29,125.18,25,2.1,008 km N 67° W of Malungon (Sarangani),
16 December 2019 - 07:56 AM,6.8,125.18,1,3.5,011 km N 42° W of Matanao (Davao Del Sur),
16 December 2019 - 07:24 AM,6.71,125.11,3,3.4,012 km N 89° W of Magsaysay (Davao Del Sur),
16 December 2019 - 07:21 AM,6.4,124.88,105,2.6,010 km N 49° W of Tupi (South Cotabato),
16 December 2019 - 07:15 AM,6.71,125.14,27,2.4,010 km N 50° W of Kiblawan (Davao Del Sur),
16 December 2019 - 06:50 AM,6.46,125.2,24,2.2,021 km S 05° W of Kiblawan (Davao Del Sur),
16 December 2019 - 06:43 AM,6.6,125.22,19,2.1,007 km S 10° E of Kiblawan (Davao Del Sur),
16 December 2019 - 06:34 AM,6.53,125.13,14,2.6,016 km S 35° W of Kiblawan (Davao Del Sur),
16 December 2019 - 06:28 AM,6.67,124.99,23,2,016 km S 19° E of Columbio (Sultan Kudarat),
16 December 2019 - 06:20 AM,6.52,125.03,28,1.7,004 km S 09° W of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 06:13 AM,6.45,125.2,25,2.4,022 km S 04° W of Kiblawan (Davao Del Sur),
16 December 2019 - 06:09 AM,6.54,125.11,27,2.2,008 km S 76° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 06:07 AM,6.67,125.19,8,2.7,003 km N 53° W of Kiblawan (Davao Del Sur),
16 December 2019 - 05:58 AM,6.42,125.22,28,2.2,018 km N 12° W of Malungon (Sarangani),
16 December 2019 - 05:56 AM,6.59,125.01,30,1.8,004 km N 41° W of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 05:46 AM,6.46,125.14,28,2.3,017 km S 46° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 05:40 AM,6.63,125.01,29,2.5,008 km N 18° W of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 05:34 AM,6.69,125.09,1,3.6,014 km N 75° W of Kiblawan (Davao Del Sur),
16 December 2019 - 05:29 AM,6.53,125.07,18,2.9,005 km S 55° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 05:21 AM,6.54,125.09,25,3.4,006 km S 65° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 05:16 AM,6.73,125.14,4,3.1,009 km N 78° W of Magsaysay (Davao Del Sur),
16 December 2019 - 05:06 AM,6.62,125.03,33,1.8,012 km N 49° E of Lutayan (Sultan Kudarat),
16 December 2019 - 05:03 AM,6.64,125.08,35,2.2,015 km S 84° W of Kiblawan (Davao Del Sur),
16 December 2019 - 04:52 AM,6.71,124.95,20,2.6,011 km S 03° E of Columbio (Sultan Kudarat),
16 December 2019 - 04:49 AM,6.59,125.11,15,3.2,009 km N 67° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 04:46 AM,6.59,125.11,23,3.2,014 km S 56° W of Kiblawan (Davao Del Sur),
16 December 2019 - 04:39 AM,6.66,125.15,40,2.5,007 km N 83° W of Kiblawan (Davao Del Sur),
16 December 2019 - 04:38 AM,6.74,125.13,18,1.9,011 km S 61° W of Bansalan (Davao Del Sur),
16 December 2019 - 04:35 AM,6.42,125.17,26,2.7,020 km N 28° W of Malungon (Sarangani),
16 December 2019 - 04:32 AM,6.8,124.79,23,2.6,007 km S 39° W of Tulunan (Cotabato),
16 December 2019 - 04:28 AM,6.51,125.1,28,2,009 km S 55° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 04:18 AM,6.63,125.04,13,2.8,013 km N 50° E of Lutayan (Sultan Kudarat),
16 December 2019 - 04:12 AM,6.51,125.11,25,2.6,010 km S 57° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 04:06 AM,6.46,125.19,24,2.1,021 km S 56° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 04:05 AM,6.52,125.09,27,1.7,016 km S 78° E of Lutayan (Sultan Kudarat),
16 December 2019 - 04:05 AM,12.07,125.2,29,2.5,025 km S 08° W of Jipapad (Eastern Samar),
16 December 2019 - 04:02 AM,6.82,125.41,35,2.7,007 km N 40° E of Digos City (Davao Del Sur),
16 December 2019 - 03:51 AM,6.53,125.14,29,2.9,016 km S 31° W of Kiblawan (Davao Del Sur),
16 December 2019 - 03:46 AM,6.47,125.17,31,2.2,021 km S 14° W of Kiblawan (Davao Del Sur),
16 December 2019 - 03:39 AM,6.55,125.06,26,1.7,003 km S 63° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 03:38 AM,6.75,124.94,35,2.1,007 km S 04° W of Columbio (Sultan Kudarat),
16 December 2019 - 03:35 AM,6.46,125.09,27,3,012 km S 30° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 03:31 AM,6.49,125.09,18,2.5,010 km S 34° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 03:28 AM,6.5,125.02,29,2.2,007 km S 11° W of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 03:21 AM,6.62,125.22,2,3.4,004 km S 12° E of Kiblawan (Davao Del Sur),
16 December 2019 - 03:10 AM,6.63,125.26,1,3.4,005 km S 63° E of Kiblawan (Davao Del Sur),
16 December 2019 - 03:02 AM,6.71,125.22,5,4.2,000 km N 28° W of Magsaysay (Davao Del Sur),
16 December 2019 - 02:49 AM,6.55,125.05,28,2.2,002 km S 52° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 02:47 AM,6.68,125.21,9,2.1,006 km S 36° W of Matanao (Davao Del Sur),
16 December 2019 - 02:38 AM,6.53,125.15,30,2.9,013 km S 76° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 02:37 AM,6.67,124.94,28,2.2,013 km N 05° W of Lutayan (Sultan Kudarat),
16 December 2019 - 02:33 AM,6.59,125.14,24,2.7,013 km S 51° W of Kiblawan (Davao Del Sur),
16 December 2019 - 02:29 AM,12.05,125.18,33,2.6,030 km N 80° W of Can-avid (Eastern Samar),
16 December 2019 - 02:24 AM,6.59,125.03,28,4.6,009 km N 62° E of Lutayan (Sultan Kudarat),
16 December 2019 - 02:16 AM,6.53,125.12,26,3.4,010 km S 70° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 02:12 AM,6.75,125.23,4,3,003 km N 24° W of Matanao (Davao Del Sur),
16 December 2019 - 02:02 AM,6.41,125.18,33,3.2,017 km N 26° W of Malungon (Sarangani),
16 December 2019 - 01:57 AM,6.77,124.87,16,4.3,010 km S 28° E of Tulunan (Cotabato),
16 December 2019 - 01:54 AM,6.49,125.09,22,2.7,010 km S 38° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 01:52 AM,6.49,125.18,26,2.9,018 km S 11° W of Kiblawan (Davao Del Sur),
16 December 2019 - 01:50 AM,6.58,125.02,41,2.7,008 km N 66° E of Lutayan (Sultan Kudarat),
16 December 2019 - 01:39 AM,6.77,124.86,33,2.9,009 km S 23° E of Tulunan (Cotabato),
16 December 2019 - 01:33 AM,6.75,125.24,1,3.1,002 km N 08° W of Matanao (Davao Del Sur),
16 December 2019 - 01:24 AM,6.6,125.26,23,2.6,024 km S 18° W of Kiblawan (Davao Del Sur),
16 December 2019 - 01:23 AM,11.13,125.78,19,2.1,012 km N 31° E of Guiuan (Eastern Samar),
16 December 2019 - 01:22 AM,6.61,125.24,22,2.7,005 km S 28° E of Kiblawan (Davao Del Sur),
16 December 2019 - 01:14 AM,6.51,125.08,33,2.8,015 km S 74° E of Lutayan (Sultan Kudarat),
16 December 2019 - 01:05 AM,6.74,125.06,16,2.6,015 km S 58° E of Columbio (Sultan Kudarat),
16 December 2019 - 01:01 AM,6.53,125.24,23,2.4,014 km S 55° W of Sulop (Davao Del Sur),
16 December 2019 - 12:59 AM,6.59,125.28,26,2.3,010 km S 56° W of Padada (Davao Del Sur),
16 December 2019 - 12:47 AM,6.58,125.22,30,2,008 km S 05° E of Kiblawan (Davao Del Sur),
16 December 2019 - 12:43 AM,6.96,125.38,1,2.6,021 km N 05° E of Digos City (Davao Del Sur),
16 December 2019 - 12:41 AM,6.52,125.27,31,2.9,012 km S 44° W of Sulop (Davao Del Sur),
16 December 2019 - 12:34 AM,18.35,120.83,33,2.5,015 km S 33° W of Adams (Ilocos Norte),
16 December 2019 - 12:25 AM,6.7,124.95,17,3.5,012 km S 05° E of Columbio (Sultan Kudarat),
16 December 2019 - 12:23 AM,6.44,125.19,27,2.6,024 km S 05° W of Kiblawan (Davao Del Sur),
16 December 2019 - 12:22 AM,6.14,124.71,34,2.1,010 km S 12° E of T'boli (South Cotabato),
16 December 2019 - 12:11 AM,6.51,125.38,19,3.2,010 km S 19° W of Malalag (Davao Del Sur),
16 December 2019 - 12:06 AM,6.5,125.29,22,3.8,013 km S 30° W of Sulop (Davao Del Sur),
16 December 2019 - 12:04 AM,6.51,124.99,27,2.8,006 km S 43° E of Lutayan (Sultan Kudarat),
15 December 2019 - 11:57 PM,6.67,125.23,34,1.9,002 km N 56° E of Kiblawan (Davao Del Sur),
15 December 2019 - 11:39 PM,6.62,124.89,34,3.1,010 km N 43° W of Lutayan (Sultan Kudarat),
15 December 2019 - 11:38 PM,6.67,125.18,19,1.4,004 km N 74° W of Kiblawan (Davao Del Sur),
15 December 2019 - 11:34 PM,6.6,125.33,18,3.7,002 km S 72° W of Sulop (Davao Del Sur),
15 December 2019 - 11:28 PM,6.72,125.08,22,3.1,016 km N 86° W of Magsaysay (Davao Del Sur),
15 December 2019 - 11:19 PM,6.63,125.18,13,3.5,004 km S 55° W of Kiblawan (Davao Del Sur),
15 December 2019 - 11:14 PM,6.55,125.27,21,3.1,010 km S 52° W of Sulop (Davao Del Sur),
15 December 2019 - 11:10 PM,16.73,119.63,27,2.4,047 km N 37° W of Bolinao (Pangasinan),
15 December 2019 - 11:10 PM,6.49,125.15,1,4.2,020 km S 21° W of Kiblawan (Davao Del Sur),
15 December 2019 - 11:02 PM,6.74,125.08,5,3.8,015 km S 71° W of Bansalan (Davao Del Sur),
15 December 2019 - 10:48 PM,6.55,125.17,25,2.8,013 km S 21° W of Kiblawan (Davao Del Sur),
15 December 2019 - 10:46 PM,6.69,125.27,1,2.8,005 km S 41° E of Matanao (Davao Del Sur),
15 December 2019 - 10:36 PM,6.68,125.1,5,3.1,013 km S 73° W of Magsaysay (Davao Del Sur),
15 December 2019 - 10:33 PM,6.63,125.03,33,2.2,013 km N 43° E of Lutayan (Sultan Kudarat),
15 December 2019 - 10:32 PM,6.63,125.01,25,1.8,008 km N 17° W of Lambayong (Mariano Marcos) (Sultan Kudarat),
15 December 2019 - 10:30 PM,5.47,122.67,32,3.3,124 km S 44° E of Tongkil (Sulu),
15 December 2019 - 10:29 PM,6.68,125.22,1,3.2,003 km S 15° E of Magsaysay (Davao Del Sur),
15 December 2019 - 10:27 PM,6.53,125.06,29,2.9,005 km S 46° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
15 December 2019 - 10:22 PM,6.51,125.06,33,2,013 km S 69° E of Lutayan (Sultan Kudarat),
15 December 2019 - 10:18 PM,6.58,125.17,14,2.2,010 km S 32° W of Kiblawan (Davao Del Sur),
15 December 2019 - 10:15 PM,6.7,125.2,2,3.1,002 km S 63° W of Magsaysay (Davao Del Sur),
15 December 2019 - 10:00 PM,6.62,124.93,25,1.7,008 km N 14° W of Lutayan (Sultan Kudarat),
15 December 2019 - 09:58 PM,6.65,124.92,21,2.7,011 km N 21° W of Lutayan (Sultan Kudarat),
15 December 2019 - 09:56 PM,6.62,125.14,31,1.8,009 km S 69° W of Kiblawan (Davao Del Sur),
15 December 2019 - 09:52 PM,6.45,125.12,32,2.6,021 km S 59° E of Lutayan (Sultan Kudarat),
15 December 2019 - 09:50 PM,6.46,125.24,30,2.8,019 km S 36° W of Sulop (Davao Del Sur),
15 December 2019 - 09:49 PM,6.52,125.12,31,1.7,011 km S 63° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
15 December 2019 - 09:45 PM,6.49,125.25,28,2.1,020 km S 35° W of Padada (Davao Del Sur),
15 December 2019 - 09:44 PM,6.48,125.23,30,2,023 km S 39° W of Padada (Davao Del Sur),
15 December 2019 - 09:39 PM,6.54,125.09,36,3.6,015 km S 85° E of Lutayan (Sultan Kudarat),
15 December 2019 - 09:38 PM,6.53,125.05,33,2,030 km S 43° W of Matanao (Davao Del Sur),
15 December 2019 - 09:27 PM,6.63,125.19,13,2.9,012 km S 31° W of Matanao (Davao Del Sur),
15 December 2019 - 09:20 PM,6.52,125.05,38,2.7,031 km S 42° W of Matanao (Davao Del Sur),
15 December 2019 - 09:19 PM,6.76,125.11,1,3.3,015 km N 76° W of Matanao (Davao Del Sur),
15 December 2019 - 09:15 PM,6.61,125.11,26,1.8,027 km S 84° W of Padada (Davao Del Sur),
15 December 2019 - 09:13 PM,6.64,125.25,7,3.6,010 km S 06° E of Matanao (Davao Del Sur),
15 December 2019 - 09:07 PM,6.51,125.3,22,4,011 km S 25° W of Sulop (Davao Del Sur),
15 December 2019 - 08:59 PM,6.71,125.31,5,3.7,010 km N 33° W of Padada (Davao Del Sur),
15 December 2019 - 08:55 PM,6.66,124.95,23,2.7,012 km N 01° W of Lutayan (Sultan Kudarat),
15 December 2019 - 08:54 PM,6.55,125.17,29,2.4,013 km S 24° W of Kiblawan (Davao Del Sur),
15 December 2019 - 08:48 PM,6.54,125.26,21,2.4,015 km S 46° W of Padada (Davao Del Sur),
15 December 2019 - 08:38 PM,6.61,125.25,16,4.5,013 km S 74° W of Padada (Davao Del Sur),
15 December 2019 - 08:29 PM,6.53,125.02,32,2.3,004 km S 24° W of Lambayong (Mariano Marcos) (Sultan Kudarat),
15 December 2019 - 08:19 PM,6.54,125.07,26,2.1,005 km S 64° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
15 December 2019 - 07:57 PM,6.6,125.24,25,1.8,014 km S 03° W of Matanao (Davao Del Sur),
15 December 2019 - 07:55 PM,6.5,125.08,30,2.4,031 km S 35° W of Matanao (Davao Del Sur),
15 December 2019 - 07:48 PM,6.8,125.07,33,2.1,014 km S 88° E of Columbio (Sultan Kudarat),
15 December 2019 - 07:41 PM,9.87,125.55,30,2.9,011 km N 39° E of Surigao City (Surigao Del Norte),
15 December 2019 - 07:41 PM,9.94,125.63,54,2.5,022 km N 42° E of Surigao City (Surigao Del Norte),
15 December 2019 - 07:30 PM,6.63,125.17,23,2.2,014 km S 36° W of Matanao (Davao Del Sur),
15 December 2019 - 07:19 PM,6.59,125.27,25,3.9,015 km S 10° E of Matanao (Davao Del Sur),
15 December 2019 - 07:17 PM,6.37,124.87,33,2.3,009 km N 65° W of Tupi (South Cotabato),
15 December 2019 - 07:15 PM,6.56,125.21,16,3.9,018 km S 10° W of Matanao (Davao Del Sur),
15 December 2019 - 07:10 PM,6.57,125.02,31,1.7,030 km S 54° W of Matanao (Davao Del Sur),
15 December 2019 - 07:05 PM,6.55,125.25,26,3.1,020 km S 04° E of Matanao (Davao Del Sur),
15 December 2019 - 07:01 PM,6.54,125.24,13,2.8,020 km South° 00 of Matanao (Davao Del Sur),
15 December 2019 - 06:59 PM,6.55,125.07,35,1.9,027 km S 45° W of Matanao (Davao Del Sur),
15 December 2019 - 06:46 PM,6.56,125.11,34,2.7,023 km S 38° W of Matanao (Davao Del Sur),
15 December 2019 - 06:40 PM,6.62,125.13,17,3.7,017 km S 48° W of Matanao (Davao Del Sur),
15 December 2019 - 06:29 PM,6.42,125.15,36,2,034 km S 44° W of Padada (Davao Del Sur),
15 December 2019 - 06:25 PM,6.7,125.14,14,3.3,011 km S 73° W of Matanao (Davao Del Sur),
15 December 2019 - 06:23 PM,6.7,125.12,8,2.6,013 km S 77° W of Matanao (Davao Del Sur),
15 December 2019 - 06:15 PM,6.61,125.18,28,2.2,014 km S 27° W of Matanao (Davao Del Sur),
15 December 2019 - 06:16 PM,6.61,125.18,21,2.7,014 km S 27° W of Matanao (Davao Del Sur),
15 December 2019 - 06:08 PM,6.86,125.11,21,3.6,011 km S 10° E of Makilala (North Cotabato),
15 December 2019 - 06:04 PM,6.61,125.24,26,2.1,013 km S 01° E of Matanao (Davao Del Sur),
15 December 2019 - 05:54 PM,6.99,125.43,33,2.5,021 km S 68° W of Davao City (Davao Del Sur),
15 December 2019 - 05:51 PM,6.55,125.08,28,2.4,026 km S 43° W of Matanao (Davao Del Sur),
15 December 2019 - 05:43 PM,6.58,124.83,33,2.2,008 km N 08° W of Koronadal (South Cotabato),
15 December 2019 - 05:41 PM,6.61,125,26,2.9,024 km S 78° W of Kiblawan (Davao Del Sur),
15 December 2019 - 05:36 PM,6.54,125.25,30,3,016 km S 44° W of Padada (Davao Del Sur),
15 December 2019 - 05:32 PM,6.63,125.05,29,2.3,018 km S 81° W of Kiblawan (Davao Del Sur),
15 December 2019 - 05:23 PM,6.58,125.27,21,2.9,012 km S 58° W of Padada (Davao Del Sur),
15 December 2019 - 05:13 PM,6.7,124.97,31,2.1,012 km S 16° E of Columbio (Sultan Kudarat),
15 December 2019 - 05:09 PM,6.45,125.09,35,1.9,014 km S 29° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
15 December 2019 - 05:08 PM,6.44,125.23,50,2.5,020 km N 08° W of Malungon (Sarangani),
15 December 2019 - 05:04 PM,6.47,125.17,33,2.2,018 km S 56° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
15 December 2019 - 05:00 PM,6.55,125.05,48,1.8,002 km S 35° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
15 December 2019 - 04:55 PM,6.63,125.36,1,3.6,001 km S 44° E of Padada (Davao Del Sur),
15 December 2019 - 04:51 PM,6.41,125.31,21,4,021 km S 10° W of Sulop (Davao Del Sur),
15 December 2019 - 04:43 PM,6.56,125.05,29,2.4,002 km S 79° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
15 December 2019 - 04:35 PM,6.11,125.25,49,3,004 km N 48° W of Alabel (Sarangani),
15 December 2019 - 04:34 PM,6.65,124.76,60,2.1,024 km S 20° W of Tulunan (North Cotabato),
15 December 2019 - 04:30 PM,6.62,124.96,39,2.2,008 km N 03° E of Lutayan (Sultan Kudarat),
15 December 2019 - 04:27 PM,6.72,125.18,17,2.5,004 km N 79° W of Magsaysay (Davao Del Sur),
15 December 2019 - 04:20 PM,6.69,125.23,38,3.9,003 km S 32° E of Magsaysay (Davao Del Sur),
15 December 2019 - 04:16 PM,6.58,125.15,17,2.1,011 km S 42° W of Kiblawan (Davao Del Sur),
15 December 2019 - 04:09 PM,6.24,125.31,97,2.7,007 km S 65° E of Malungon (Sarangani),
15 December 2019 - 04:08 PM,6.72,125.29,1,2.9,006 km S 77° E of Matanao (Davao Del Sur),
15 December 2019 - 03:56 PM,6.74,125.07,10,3.8,016 km N 77° W of Magsaysay (Davao Del Sur),
15 December 2019 - 03:53 PM,6.66,125.17,6,3.7,010 km S 48° W of Matanao (Davao Del Sur),
15 December 2019 - 03:51 PM,14.96,119.53,21,3.7,059 km S 84° W of San Narciso (Zambales),
15 December 2019 - 03:49 PM,6.66,125.12,19,4,016 km S 63° W of Matanao (Davao Del Sur),
15 December 2019 - 03:49 PM,14.82,119.29,20,2.5,088 km S 76° W of San Narciso (Zambales),
15 December 2019 - 03:41 PM,6.57,125.23,24,2.3,010 km S 09° E of Kiblawan (Davao Del Sur),
15 December 2019 - 03:39 PM,6.51,125.24,91,2.2,015 km S 49° W of Sulop (Davao Del Sur),
15 December 2019 - 03:36 PM,6.68,125.13,65,2.1,010 km S 71° W of Magsaysay (Davao Del Sur),
15 December 2019 - 03:33 PM,6.77,125.28,1,3.6,007 km N 42° E of Matanao (Davao Del Sur),
15 December 2019 - 03:30 PM,6.7,125.2,7,2.5,002 km S 47° W of Magsaysay (Davao Del Sur),
15 December 2019 - 03:23 PM,6.58,125.25,34,2.4,016 km S 02° E of Matanao (Davao Del Sur),
15 December 2019 - 03:09 PM,6.61,125.36,1,5.2,019 km S 45° E of Matanao (Davao Del Sur),
15 December 2019 - 02:58 PM,6.61,125.2,25,2.2,014 km S 21° W of Matanao (Davao Del Sur),
15 December 2019 - 02:56 PM,6.5,125.03,39,2.2,010 km S 58° E of Lutayan (Sultan Kudarat),
15 December 2019 - 02:52 PM,6.67,125.21,17,3.6,002 km North° 00 of Kiblawan (Davao Del Sur),
15 December 2019 - 02:32 PM,6.72,125.24,2,3.4,001 km S 51° W of Matanao (Davao Del Sur),
15 December 2019 - 02:11 PM,6.76,125.13,9,6.9,013 km N 75° W of Matanao (Davao Del Sur),
15 December 2019 - 01:00 PM,14,120.42,7,2.3,024 km S 68° W of Nasugbu (Batangas),
15 December 2019 - 12:35 PM,5.65,126.62,28,2.9,114 km S 77° E of Jose Abad Santos (Davao Occidental),
15 December 2019 - 12:23 PM,6.25,126.33,21,2.5,053 km S 32° E of Governor Generoso (Davao Oriental),
15 December 2019 - 12:09 PM,14.02,120.07,32,2.8,019 km N 17° W of Lubang (Occidental Mindoro),
15 December 2019 - 09:00 AM,9.92,122.29,15,2.2,022 km N 37° W of Sipalay City (Negros Occidental),
15 December 2019 - 05:21 AM,13.6,119.96,17,2.5,033 km S 32° W of Lubang (Occidental Mindoro),
15 December 2019 - 03:42 AM,5.96,126.1,130,2.5,052 km S 59° E of Don Marcelino (Davao Occidental),
15 December 2019 - 03:40 AM,15.91,122.15,13,1.7,033 km S 38° E of Dinalungan (Aurora),
15 December 2019 - 03:30 AM,13.66,120.63,96,1.5,019 km S 02° W of Calatagan (Batangas),
15 December 2019 - 02:47 AM,6.04,125.47,21,3.2,022 km N 67° E of Malapatan (Sarangani),
15 December 2019 - 02:23 AM,13.98,120.44,71,2.1,023 km S 61° W of Nasugbu (Batangas),
15 December 2019 - 01:43 AM,9.53,122.81,2,2.9,017 km N 05° E of Bayawan (Tulong) (Negros Oriental),
15 December 2019 - 12:16 AM,4.8,126.24,3,2.4,110 km S 50° E of Sarangani (Davao Occidental),
15 December 2019 - 12:10 AM,5.62,126.71,17,3.1,124 km S 77° E of Jose Abad Santos (Davao Occidental),
