Date - Time,Lat,Long,Depth,Mag,Location
28 February 2019 - 10:00 PM,5.16,125.54,197,3.2,032 km S 15° E of Sarangani (Davao Occidental)
28 February 2019 - 06:21 PM,18.24,122.79,9,3.3,073 km S 71° E of Santa Ana (Cagayan)
28 February 2019 - 05:05 PM,6.51,124.54,33,1.9,012 km N 65° W of Santo Niño (South Cotabato)
28 February 2019 - 04:47 PM,16.58,120.75,5,3.9,009 km S 89° E of Atok (Benguet)
28 February 2019 - 02:32 PM,6.11,124.79,33,2,018 km S 21° E of Lake Sebu (South Cotabato)
28 February 2019 - 01:36 PM,11.95,124.06,2,3.7,006 km N 32° E of Pio V. Corpuz (Limbuhan) (Masbate)
28 February 2019 - 01:16 PM,5.41,126.52,61,4,113 km S 62° E of Jose Abad Santos (Davao Occidental)
28 February 2019 - 11:30 AM,19.18,121.04,11,2.6,045 km S 76° W of Calayan (Cagayan)
28 February 2019 - 06:55 AM,16.28,122.22,31,2.4,011 km N 88° E of Casiguran (Aurora)
28 February 2019 - 06:45 AM,16.29,122.19,33,2.6,007 km N 80° E of Casiguran (Aurora)
28 February 2019 - 06:31 AM,7.29,124.83,3,3.3,010 km N 24° E of Carmen (North Cotabato)
28 February 2019 - 05:51 AM,14.64,123.39,32,3.2,074 km N 46° E of Vinzons (Camarines Norte)
28 February 2019 - 04:57 AM,9.9,122.28,10,2.6,039 km S 78° W of Cauayan (Negros Occidental)
28 February 2019 - 03:54 AM,9.81,126.57,13,2.5,045 km N 87° E of General Luna (Surigao Del Norte)
28 February 2019 - 02:46 AM,6.58,125.67,202,2.6,019 km N 22° E of Malita (Davao Occidental)
28 February 2019 - 02:43 AM,11.85,125.96,7,3.1,056 km S 68° E of Dolores (Eastern Samar)
28 February 2019 - 01:17 AM,7.05,126.99,29,2.3,053 km S 70° E of Manay (Davao Oriental)
28 February 2019 - 12:59 AM,10.29,125.25,33,1.8,002 km N 33° W of Anahawan (Southern Leyte)
27 February 2019 - 11:55 PM,10.35,125.31,2,2.6,010 km N 36° E of Anahawan (Southern Leyte)
27 February 2019 - 11:08 PM,15.38,119.87,33,1.7,007 km S 27° W of Palauig (Zambales)
27 February 2019 - 10:32 PM,9.8,122.34,12,2.4,009 km N 60° W of Sipalay (Negros Occidental)
27 February 2019 - 10:10 PM,9.95,122.44,5,1.9,022 km N 09° E of Sipalay (Negros Occidental)
27 February 2019 - 02:59 PM,15.9,119.71,36,2.3,024 km S 42° E of Burgos (Pangasinan)
27 February 2019 - 02:11 PM,18.1,121.84,33,2,018 km S 23° W of Santa Teresita (Cagayan)
27 February 2019 - 02:10 PM,7.65,126.28,32,3.9,020 km N 81° E of New Bataan (Compostela Valley)
27 February 2019 - 12:34 PM,13.14,122.49,2,2.6,024 km S 09° W of San Francisco (Aurora) (Quezon)
27 February 2019 - 10:53 AM,10.42,125.07,1,2.2,011 km N 69° E of Sogod (Southern Leyte)
27 February 2019 - 10:23 AM,17.95,120.28,21,2.7,021 km N 64° W of Sinait (Ilocos Sur)
