Date - Time,Lat,Long,Depth,Mag,Location
31 October 2021 - 11:48 PM,16.88,119.93,32,1.7,048 km N 69Åã W of Bacnotan (La Union)
31 October 2021 - 11:12 PM,14.27,120.37,119,2.6,023 km S 35Åã W of Mariveles (Bataan)
31 October 2021 - 10:50 PM,8.23,126.11,1,2.7,013 km N 67Åã E of Bunawan (Agusan Del Sur)
31 October 2021 - 10:42 PM,13.97,120.54,104,1.8,015 km S 41Åã W of Nasugbu (Batangas)
31 October 2021 - 08:53 PM,5.25,125.31,18,3.4,022 km S 35Åã W of Balut Island (Municipality Of Sarangani) (Davao Occidental)
31 October 2021 - 08:40 PM,17.16,122.68,1,2.6,029 km N 68Åã E of Palanan (Isabela)
31 October 2021 - 07:36 PM,16.86,119.44,1,3.6,071 km N 43Åã W of Bolinao (Pangasinan)
31 October 2021 - 06:51 PM,17.8,122.05,15,3,036 km N 62Åã E of Tuguegarao City (Cagayan)
31 October 2021 - 04:52 PM,4.97,127.38,132,3.1,219 km S 61Åã E of Jose Abad Santos (Davao Occidental)
31 October 2021 - 03:51 PM,8.28,125.85,32,2.3,005 km N 86Åã E of La Paz (Agusan Del Sur)
31 October 2021 - 03:30 PM,2.95,127.56,85,4.2,362 km S 41Åã E of Balut Island (Municipality Of Sarangani) (Davao Occidental)
31 October 2021 - 01:57 PM,7.48,125.81,14,2.1,005 km N 23Åã W of City Of Tagum (Davao Del Norte)
31 October 2021 - 01:49 PM,9,126.32,26,2.1,005 km N 44Åã E of Bayabas (Surigao Del Sur)
31 October 2021 - 01:10 PM,8.5,126.11,9,3.4,007 km N 55Åã W of Tagbina (Surigao Del Sur)
31 October 2021 - 12:39 PM,9.59,122.64,13,2.4,019 km S 87Åã E of Hinoba-an (Negros Occidental)
31 October 2021 - 12:36 PM,6.25,126.4,12,3,057 km S 39Åã E of Governor Generoso (Davao Oriental)
31 October 2021 - 12:28 PM,12.85,124.35,27,2.9,019 km N 04Åã W of Biri (Northern Samar)
31 October 2021 - 12:10 PM,9.62,122.65,16,2,020 km N 84Åã E of Hinoba-an (Negros Occidental)
31 October 2021 - 12:08 PM,6.32,126.59,52,2.2,068 km S 57Åã E of Governor Generoso (Davao Oriental)
31 October 2021 - 10:36 AM,13.58,120.56,130,3,029 km S 15Åã W of Calatagan (Batangas)
31 October 2021 - 10:17 AM,13.68,120.5,98,3.6,022 km S 42Åã W of Calatagan (Batangas)
31 October 2021 - 09:45 AM,6.75,124.97,17,2.1,007 km N 04Åã E of Columbio (Sultan Kudarat)
31 October 2021 - 09:10 AM,16.28,120.32,85,1.8,007 km S 48Åã W of Agoo (La Union)
31 October 2021 - 06:41 AM,17.78,120.59,3,2.4,016 km S 27Åã W of Nueva Era (Ilocos Norte)
31 October 2021 - 06:39 AM,15.05,119.66,31,1.9,045 km S 48Åã W of Iba (Zambales)
31 October 2021 - 06:10 AM,9.64,125.83,32,1.5,013 km N 54Åã E of Claver (Surigao Del Norte)
31 October 2021 - 05:30 AM,15.66,119.72,34,1.7,024 km S 61Åã W of Santa Cruz (Zambales)
31 October 2021 - 05:16 AM,16.55,122.5,11,2.9,025 km N 83Åã E of Dinapigue (Isabela)
31 October 2021 - 05:13 AM,13.96,120.51,81,2.1,019 km S 46Åã W of Nasugbu (Batangas)
31 October 2021 - 04:17 AM,9,126.54,26,2.1,028 km N 70Åã E of Cagwait (Surigao Del Sur)
31 October 2021 - 03:22 AM,2.36,124.7,294,3.8,347 km S 13Åã W of Balut Island (Municipality Of Sarangani) (Davao Occidental)
31 October 2021 - 03:09 AM,5.89,125.94,127,2.9,044 km S 38Åã E of Don Marcelino (Davao Occidental)
31 October 2021 - 01:39 AM,15.4,119.3,27,2.2,066 km S 87Åã W of Palauig (Zambales)
31 October 2021 - 12:56 AM,7.81,122.08,24,2.2,013 km N 26Åã W of Siocon (Zamboanga Del Norte)
