Date - Time,Lat,Long,Depth,Mag,Location
30 November 2021 - 10:19 PM,10.4,125.07,1,2.8,017 km S 36Åã W of Silago (Southern Leyte)
30 November 2021 - 07:53 PM,13.28,124.88,26,2.7,079 km N 71Åã E of Prieto Diaz (Sorsogon)
30 November 2021 - 05:26 PM,6.67,126.1,27,2,004 km N 62Åã E of Governor Generoso (Davao Oriental)
30 November 2021 - 05:09 PM,12.87,120.87,11,3,010 km N 75Åã E of Sablayan (Occidental Mindoro)
30 November 2021 - 04:46 PM,10.11,126.37,3,2.4,034 km N 72Åã E of Burgos (Surigao Del Norte)
30 November 2021 - 03:44 PM,5.71,126.2,55,3.8,065 km S 70Åã E of Jose Abad Santos (Davao Occidental)
30 November 2021 - 12:52 PM,6.85,124.97,27,2.4,011 km N 78Åã E of Tulunan (Cotabato)
30 November 2021 - 12:47 PM,13.01,124.83,1,2.8,050 km N 12Åã W of Pambujan (Northern Samar)
30 November 2021 - 12:01 PM,12.85,121.03,30,1.8,027 km N 88Åã E of Sablayan (Occidental Mindoro)
30 November 2021 - 11:26 AM,11.47,124.45,4,2.4,002 km 00 Åãest of Biliran (Biliran)
30 November 2021 - 08:56 AM,6.68,126.12,41,5.2,006 km N 61Åã E of Governor Generoso (Davao Oriental)
30 November 2021 - 07:56 AM,15.54,121.24,7,2.2,009 km S 67Åã E of Laur (Nueva Ecija)
30 November 2021 - 07:34 AM,10.63,125.57,1,2.9,021 km S 52Åã W of Homonhon Island (Guiuan) (Eastern Samar)
30 November 2021 - 06:53 AM,16.5,120.17,68,3.6,020 km S 51Åã W of City Of San Fernando (La Union)
30 November 2021 - 04:54 AM,13.7,120.6,91,2,015 km S 11Åã W of Calatagan (Batangas)
30 November 2021 - 04:33 AM,12.24,120.67,29,1.5,040 km S 53Åã W of Rizal (Occidental Mindoro)
30 November 2021 - 04:19 AM,10.2,126.35,13,2.4,031 km N 68Åã E of Burgos (Surigao Del Norte)
30 November 2021 - 01:47 AM,13.8,119.48,22,2.8,070 km S 84Åã W of Lubang (Occidental Mindoro)
30 November 2021 - 01:21 AM,15.65,121.13,11,2.5,003 km N 41Åã W of Bongabon (Nueva Ecija)
30 November 2021 - 01:17 AM,17.38,120.5,87,2.6,003 km N 48Åã E of Santa Maria (Ilocos Sur)
30 November 2021 - 01:02 AM,10.23,122.35,15,2.7,038 km S 32Åã W of Nueva Valencia (Guimaras)
29 November 2021 - 11:29 PM,14.21,120.46,113,2.5,024 km N 50Åã W of Nasugbu (Batangas)
29 November 2021 - 08:05 PM,9.99,126.06,34,1.9,004 km S 24Åã W of Burgos (Surigao Del Norte)
29 November 2021 - 07:52 PM,12.35,124.39,10,3.4,007 km S 55Åã E of San Isidro (Northern Samar)
29 November 2021 - 07:31 PM,9.75,125.9,22,1.8,015 km S 33Åã W of Del Carmen (Surigao Del Norte)
29 November 2021 - 04:37 PM,10.75,124.96,29,2.3,006 km 00 Åãest of Abuyog (Leyte)
