Date - Time,Lat,Long,Depth,Mag,Location
31 December 2018 - 10:47 PM,8.62,126.01,10,2,011 km N 61° E of Prosperidad (Agusan Del Sur)
31 December 2018 - 10:16 PM,12.92,122.8,14,2.5,040 km N 80° W of Claveria (Masbate)
31 December 2018 - 10:14 PM,5.61,126.92,32,3.7,148 km S 39° E of Governor Generoso (Davao Oriental)
31 December 2018 - 07:43 PM,5.52,126.96,31,2.7,159 km S 38° E of Governor Generoso (Davao Oriental)
31 December 2018 - 06:46 PM,5.48,126.35,1,3.2,093 km S 61° E of Jose Abad Santos (Davao Occidental)
31 December 2018 - 06:41 PM,10.78,125.69,22,2.6,028 km S 08° W of Guiuan (Eastern Samar)
31 December 2018 - 03:04 PM,5.52,126.82,35,2.5,150 km S 33° E of Governor Generoso (Davao Oriental)
31 December 2018 - 02:51 PM,9.4,126.17,18,2.3,014 km N 10° W of Cortes (Surigao Del Sur)
31 December 2018 - 01:49 PM,13.95,120.48,113,2.3,021 km S 49° W of Nasugbu (Batangas)
31 December 2018 - 01:27 PM,9.93,123.19,24,2.9,002 km S 79° E of Tayasan (Negros Oriental)
31 December 2018 - 01:16 PM,5.69,126.38,30,3.1,095 km S 54° E of Don Marcelino (Davao Occidental)
31 December 2018 - 01:09 PM,5.46,126.96,50,3.4,164 km S 36° E of Governor Generoso (Davao Oriental)
31 December 2018 - 12:27 PM,11.26,127.03,33,2.9,145 km N 80° E of Guiuan (Eastern Samar)
31 December 2018 - 11:53 AM,14.3,120.17,6,2,037 km S 65° W of Mariveles (Bataan)
31 December 2018 - 11:34 AM,15.02 ,121.33,13,2.5,025 km N 77° E of Doña Remedios Trinidad (Bulacan)
31 December 2018 - 11:27 AM,6.15,125.11,5,2.1,008 km N 54° W of General Santos City (South Cotabato)
31 December 2018 - 09:26 AM,5.33,126.81,15,3.4,148 km S 86° E of Sarangani (Davao Occidental)
31 December 2018 - 07:00 AM,13.62,120.93,1,2.5,008 km S 59° E of Tingloy (Batangas)
31 December 2018 - 06:19 AM,12.86,122.83,6,2.6,046 km S 83° W of Claveria (Masbate)
31 December 2018 - 06:14 AM,12.86,122.83,18,2.5,046 km S 85° W of Claveria (Masbate)
31 December 2018 - 05:46 AM,16.22,120.09,48,2.5,014 km N 62° E of Alaminos City (Pangasinan)
31 December 2018 - 04:59 AM,6.12,127.53,10,3.5,158 km S 49° E of Tarragona (Davao Oriental)
31 December 2018 - 03:16 AM,6.54,125.95,33,2.4,018 km S 47° W of Governor Generoso (Davao Oriental)
31 December 2018 - 03:07 AM,12.87,122.87,2,3.8,041 km S 85° W of Claveria (Masbate)
31 December 2018 - 03:03 AM,12.86,122.85,7,2.6,043 km S 84° W of Claveria (Masbate)
31 December 2018 - 03:01 AM,12.96,122.74,17,2.5,056 km N 83° W of Claveria (Masbate)
31 December 2018 - 02:24 AM,5.54,126.69,12,2.8,140 km S 29° E of Governor Generoso (Davao Oriental)
31 December 2018 - 02:13 AM,5.44,126.67,4,2.8,149 km S 26° E of Governor Generoso (Davao Oriental)
31 December 2018 - 12:25 AM,10.12,122.49,2,2.4,022 km N 41° W of Cauayan (Negros Occidental)
31 December 2018 - 12:08 AM,12.86,122.83,4,3.5,046 km S 84° E of Claveria (Masbate)
30 December 2018 - 11:51 PM,18.17,121.68,36,1.8,004 km S 39° E of Lal-lo (Cagayan)
30 December 2018 - 11:19 PM,5.8,127.13,19,3.3,150 km S 51° E of Governor Generoso (Davao Oriental)
30 December 2018 - 11:08 PM,15.31,120.33,33,2.6,026 km N 84° W of Bamban (Tarlac)
30 December 2018 - 11:01 PM,8.9,126.44,33,2.1,015 km S 83° E of Cagwait (Surigao Del Sur)
30 December 2018 - 10:22 PM,9.78,122.45,20,2.8,005 km N 62° E of Sipalay (Negros Occidental)
30 December 2018 - 09:46 PM,5.27,126.5,33,2.8,116 km S 81° E of Sarangani (Davao Occidental)
30 December 2018 - 09:38 PM,5.34,126.38,1,2.9,101 km S 84° E of Sarangani (Davao Occidental)
30 December 2018 - 09:10 PM,4.77,125.81,15,3.8,082 km S 27° E of Sarangani (Davao Occidental)
30 December 2018 - 08:29 PM,5.8,126.68,38,2.8,115 km S 35° E of Governor Generoso (Davao Oriental)
30 December 2018 - 07:41 PM,12.73,123.48,15,2.9,031 km S 54° E of Claveria (Masbate)
30 December 2018 - 07:28 PM,5.42,126.62,34,2.5,149 km S 24° E of Governor Generoso (Davao Oriental)
30 December 2018 - 06:16 PM,12.84,122.86,8,2,043 km S 81° W of Claveria (Masbate)
30 December 2018 - 05:42 PM,15.71,120.17,20,2,028 km N 70° E of Candelaria (Zambales)
30 December 2018 - 05:07 PM,12.88,122.83,14,3.4,046 km S 87° W of Claveria (Masbate)
30 December 2018 - 04:39 PM,5.63,126.97,27,3.3,150 km S 41° E of Governor Generoso (Davao Oriental)
30 December 2018 - 03:17 PM,6.73,126.42,15,2.9, 033 km S 42° E of Mati (Davao Oriental)
