Date - Time,Lat,Long,Depth,Mag,Location
31 July 2018 - 11:05 PM,18.05,121.71,7,2.4,008 km S 81° E of Gattaran (Cagayan)
31 July 2018 - 07:13 PM,16.5,120.91,9,2.3,017 km S 21° E of Kabayan (Benguet)
31 July 2018 - 06:29 PM,12.53,123.59,6,2.2,016 km S 36° E of Monreal (Masbate)
31 July 2018 - 05:47 PM,12.45,123.52,7,2.9,004 km S 47° E of Baleno (Masbate)
31 July 2018 - 02:51 PM,10.39,125.17,4,3.8,009 km N 64° W of Hinundayan (Southern Leyte)
31 July 2018 - 12:26 PM,12.57,123.53,1,3.1,011 km N 20° E of Baleno (Masbate)
31 July 2018 - 10:53 AM,6.56,126.35,4,3.2,032 km S 72° E of Governor Generoso (Davao Oriental)
31 July 2018 - 08:19 AM,10.21,124.87,14,2.5,010 km N 22° E of Maasin (Southern Leyte)
31 July 2018 - 06:20 AM,10.36,125.16,9,3.5,006 km S 47° W of Hinunangan (Southern Leyte)
31 July 2018 - 05:37 AM,20.61,121.67,61,4.3,028 km S 41° W of Itbayat (Batanes)
31 July 2018 - 04:58 AM,7.1,125.57,15,3.4,006 km N 42° W of Davao City (Davao Del Sur)
31 July 2018 - 04:42 AM,17.44,119.92,20,2.9,049 km S 72° W of Santa Catalina (Ilocos Sur)
31 July 2018 - 04:31 AM,14.21,123.33,1,2.7,024 km N 21° E of Siruma (Camarines Sur)
31 July 2018 - 04:17 AM,6.02,125.68,61,2.7,020 km S 06° W of Don Marcelino (Davao Occidental)
31 July 2018 - 01:54 AM,14.34,120.5,135,2.5,011 km S 11° E of Mariveles (Bataan)
31 July 2018 - 01:50 AM,11.71,125.92,33,2.5,051 km N 63° E of Maydolong (Eastern Samar)
31 July 2018 - 01:09 AM,14.03,120.46,110,2.4,019 km S 74° W of Nasugbu (Batangas)
30 July 2018 - 08:31 PM,9.88,124.01,1,2.8,002 km N 08° E of Catigbian (Bohol)
30 July 2018 - 07:52 PM,12.78,125.28,1,3.2,032 km N 33° E of Palapag (Northern Samar)
30 July 2018 - 07:47 PM,10.44,125.15,1,2.1,007 km N 48° W of Hinunangan (Southern Leyte)
30 July 2018 - 07:07 PM,17.62,122.8,31,2.3,061 km N 59° E of Divilacan (Isabela)
30 July 2018 - 06:22 PM,5.37,124.36,438,3.8,074 km S 23° W of Kiamba (Sarangani)
30 July 2018 - 06:00 PM,10.26,126.01,21,2.7,027 km N 07° W of Santa Monica (Sapao) (Surigao Del Norte)
30 July 2018 - 01:48 PM,12.25,124.93,38,2.3,010 km S 55° E of Silvino Lobos (Northern Samar)
30 July 2018 - 08:46 AM,6.57,125.96,1,2.1,015 km S 57° W of Governor Generoso (Davao Oriental)
30 July 2018 - 06:52 AM,12.9,122.59,21,2.2,050 km N 45 E of Romblon (Romblon)
30 July 2018 - 04:42 AM,10.93,124.62,1,2.3,008 km N 76° E of Albuera (Leyte)
30 July 2018 - 04:36 AM,19.08,121.05,9,3.2,049 km S 63° W of Calayan (Cagayan)
30 July 2018 - 04:00 AM,5.8,126.01,134,3.1,045 km S 78° E of Jose Abad Santos (Davao Occidental)
29 July 2018 - 11:59 PM,5.36,126.87,3,3.5,151 km S 67° E oJose Abad Santos (Davao Occidental)
29 July 2018 - 11:55 PM,13.88,123.93,29,2.5,014 km N 04° W of Caramoan (Camarines Sur)
29 July 2018 - 11:32 PM,10.99,126.74,31,3.1,111 km S 87° E of Guiuan (Eastern Samar)
29 July 2018 - 11:14 PM,8.9,126.57,24,3.1,029 km S 87° E of Cagwait (Surigao Del Sur)
29 July 2018 - 09:05 PM,4.31,126.73,33,3.5,187 km S 48° E of Sarangani (Davao Occidental)
29 July 2018 - 08:37 PM,5.6,124.33,1,3.2,054 km S 36° W of Kiamba (Sarangani)
29 July 2018 - 08:34 PM,17.14,119.48,11,2.8,094 km N 28° W of Bolinao (Pangasinan)
29 July 2018 - 08:13 PM,10,126.05,10,2.4,003 km S 48° W of Burgos (Surigao Del Norte)
29 July 2018 - 07:16 PM,19.29,121.16,17,3,032 km N 88° W of Calayan (Cagayan)
29 July 2018 - 07:14 PM,19.1,121.1,11,2.7,043 km S 61° W of Calayan (Cagayan)
29 July 2018 - 06:55 PM,6.48,126.33,103,2.7,034 km S 56° E of Governor Generoso (Davao Oriental)
29 July 2018 - 05:05 PM,10.77,126.24,10,2.8,064 km S 62° E of Guiuan (Eastern Samar)
29 July 2018 - 04:56 PM,6.24,126.14,10,3.3,046 km S 09° E of Governor Generoso (Davao Oriental)
29 July 2018 - 04:27 PM,11.26,124.61,2,2.8,005 km S 47° W of Capoocan (Leyte)
29 July 2018 - 02:16 PM,16.18,119.71,23,2.7,011 km N 53° W of Agno (Pangasinan)
29 July 2018 - 12:10 PM,9.15,125.58,2,2.4,005 km N 51° E of Cabadbaran (Agusan Del Norte)
29 July 2018 - 10:08 AM,18.58,121.06,19,2.3,004 km S 29° W of Claveria (Cagayan)
29 July 2018 - 09:29 AM,8.52,125.96,13,3.5,001 km S 18° W of San Francisco (Agusan Del Sur)
29 July 2018 - 09:23 AM,8.28,125.85,78,1.2,006 km S 44° E of La Paz (Agusan Del Sur)
29 July 2018 - 08:59 AM,4.14,126.06,111,3.4,157 km S 24° E of Sarangani (Davao Occidental)
29 July 2018 - 07:39 AM,18.96,121.47,6,1.6,036 km S 01° E of Calayan (Cagayan)
29 July 2018 - 06:19 AM,9.57,122.9,9,2,024 km N 27° E of Bayawan (Tulong) (Negros Oriental)
29 July 2018 - 05:52 AM,17.71,119.77,151,2.4,063 km N 77° W of Santa Catalina (Ilocos Sur)
29 July 2018 - 05:20 AM,10.13,126.17,3,2.7,016 km N 41° E of Burgos (Surigao Del Norte)
29 July 2018 - 04:53 AM,5.42,126.69,28,2.9,129 km S 66° E of Jose Abad Santos (Davao Occidental)
29 July 2018 - 04:49 AM,10.11,126.16,16,2.4,014 km N 44° E of Burgos (Surigao Del Norte)
29 July 2018 - 03:24 AM,6.97,126.4,90,2,051 km N 46° E of Governor Generoso (Davao Oriental)
29 July 2018 - 03:07 AM,16.57,120.3,70,3.3,006 km N 34° W of Bauang (La Union)
29 July 2018 - 02:20 AM,12.17,124.83,124,2.5,006 km N 69° W of Matuguinao (Samar)
