Date - Time,Lat,Long,Depth,Mag,Location
31 October 2020 - 11:32 PM,9.36,126.97,16,2.9,086 km N 84° E of Cortes (Surigao Del Sur)
31 October 2020 - 09:40 PM,10.04,122.6,63,2.2,007 km N 18° W of Cauayan (Negros Occidental)
31 October 2020 - 07:34 PM,6.63,125.21,26,3.6,005 km N 82° W of Kiblawan (Davao Del Sur)
31 October 2020 - 06:24 PM,6.7,124.96,2,2.8,002 km N 13° E of Columbio (Sultan Kudarat)
31 October 2020 - 06:10 PM,17.56,120.12,7,2.7,027 km S 84° W of Santa Catalina (Ilocos Sur)
31 October 2020 - 05:19 PM,6.67,124.92,5,3.4,005 km S 67° W of Columbio (Sultan Kudarat)
31 October 2020 - 12:43 PM,9.69,122.2,19,1.9,027 km S 71° W of City of Sipalay (Negros Occidental)
31 October 2020 - 10:49 AM,14.25,120.45,156,4.6,019 km S 14° W of Mariveles (Bataan)
31 October 2020 - 06:22 AM,6.37,126.88,33,2.4,095 km S 70° E of Governor Generoso (Davao Oriental)
31 October 2020 - 05:37 AM,5.79,126.53,60,3.2,099 km S 82° E of Jose Abad Santos (Davao Occidental)
31 October 2020 - 05:26 AM,12.31,123.86,18,2.7,037 km N 24° W of Cataingan (Masbate)
31 October 2020 - 04:32 AM,13.12,125.67,58,4.2,084 km N 33° E of Mapanas (Northern Samar)
31 October 2020 - 04:21 AM,9.65,121.47,7,2.3,106 km S 83° W of City Of Sipalay (Negros Occidental)
31 October 2020 - 04:15 AM,10.29,126.31,19,1.9,040 km N 41° E of Burgos (Surigao Del Norte)
31 October 2020 - 01:45 AM,16.97,120.64,26,2.1,010 km S 78° W of Cervantes (Ilocos Sur)
31 October 2020 - 01:34 AM,5.54,126.16,60,3.1,070 km S 54° E of Jose Abad Santos (Davao Occidental)
31 October 2020 - 01:02 AM,17.04,121.5,47,1.9,016 km S 54° W of Roxas (Isabela)
31 October 2020 - 12:35 AM,9.29,127.13,3,3.6,099 km N 69° E of Bayabas (Surigao Del Sur)
31 October 2020 - 12:11 AM,5.71,125.68,187,3.3,022 km S 09° E of Jose Abad Santos (Davao Occidental)
30 October 2020 - 11:56 PM,13.65,120.6,93,2.6,020 km S 10° W of Calatagan (Batangas)
