Date - Time,Lat,Long,Depth,Mag,Location
29 February 2020 - 11:05 PM,4.57,126.27,9,2.9,131 km S 43° E of Sarangani (Davao Occidental)
29 February 2020 - 09:14 PM,19.13,121.6,84,2.1,022 km S 41° E of Calayan (Cagayan)
29 February 2020 - 08:45 PM,8.77,121.91,25,1.8,100 km N 21° W of Gutalac (Zamboanga Del Norte)
29 February 2020 - 08:36 PM,10.03,122.26,17,1.3,034 km N 28° W of Sipalay City (Negros Occidental)
29 February 2020 - 07:59 PM,13.69,120.99,32,1.7,009 km S 34° E of Mabini (Batangas)
29 February 2020 - 06:26 PM,13.79,120.95,33,2,004 km N 11° E of Mabini (Batangas)
29 February 2020 - 05:57 PM,9.89,126.12,32,2.3,003 km N 32° E of Pilar (Surigao Del Norte)
29 February 2020 - 05:51 PM,4.95,126.81,43,3.2,158 km S 70° E of Sarangani (Davao Occidental)
29 February 2020 - 05:28 PM,3.15,128.13,142,4.9,388 km S 49° E of Sarangani (Davao Occidental)
29 February 2020 - 04:58 PM,13.56,120.35,46,2.6,021 km S 29° E of Looc (Occidental Mindoro)
29 February 2020 - 04:22 PM,15.74,119.56,22,2.2,038 km S 87° W of Santa Cruz (Zambales)
29 February 2020 - 03:48 PM,18.46,120.76,27,1.9,008 km S 38° W of Dumalneg (Ilocos Norte)
29 February 2020 - 02:04 PM,10.21,124.85,5,2,009 km N 11° E of Maasin (Southern Leyte)
29 February 2020 - 01:32 PM,4.72,124.93,32,3.3,100 km S 37° W of Sarangani (Davao Occidental)
29 February 2020 - 10:58 AM,6.27,125.28,34,1.8,004 km N 89° E of Malungon (Sarangani)
29 February 2020 - 08:14 AM,13.71,120.59,195,2.6,015 km S 20° W of Calatagan (Batangas)
29 February 2020 - 02:58 AM,10.32,124.85,1,3.1,008 km N 57° E of Matalom (Leyte)
29 February 2020 - 02:56 AM,16.75,119.66,25,2.7,046 km N 32° W of Bolinao (Pangasinan)
29 February 2020 - 02:51 AM,8.71,126.25,24,2.2,005 km S 49° E of San Agustin (Surigao Del Sur)
29 February 2020 - 02:36 AM,9.41,126.16,29,2.4,015 km N 13° W of Cortes (Surigao Del Sur)
29 February 2020 - 01:51 AM,4.84,126.46,11,3.3,128 km S 59° E of Sarangani (Davao Occidental)
28 February 2020 - 11:58 PM,10.23,124.83,31,2.5,008 km S 42° E of Matalom (Leyte)
28 February 2020 - 11:30 PM,9.41,125.85,28,2.4,012 km N 68° W of Carrascal (Surigao Del Sur)
28 February 2020 - 10:52 PM,10.84,123.2,30,1.6,016 km S 32° E of Manapla (Negros Occidental)
28 February 2020 - 08:40 PM,10.28,124.92,32,1.8,013 km S 29° W of Sogod (Southern Leyte)
28 February 2020 - 06:57 PM,9.78,126.02,22,2.9,004 km N 62° W of Dapa (Surigao Del Norte)
28 February 2020 - 06:53 PM,6.54,124.84,29,1.8,012 km S 86° W of Lutayan (Sultan Kudarat)
28 February 2020 - 06:38 PM,10.33,125.89,12,2.1,038 km N 26° W of Santa Monica (Sapao) (Surigao Del Norte)
28 February 2020 - 06:01 PM,7.99,126.7,1,2.6,048 km N 18° E of Baganga (Davao Oriental)
28 February 2020 - 06:01 PM,18.84,121.88,27,1.8,055 km S 33° E of Calayan (Cagayan)
28 February 2020 - 05:38 PM,10.35,124.92,1,3.9,008 km S 60° W of Sogod (Southern Leyte)
28 February 2020 - 02:33 PM,6.3,126.49,31,3.3,061 km S 50° E of Governor Generoso (Davao Oriental)
28 February 2020 - 12:44 PM,6.75,125,5,2.2,009 km S 42° E of Columbio (Sultan Kudarat)
28 February 2020 - 11:55 AM,6.85,124.99,6,2.2,007 km N 50° E of Columbio (Sultan Kudarat)
28 February 2020 - 08:02 AM,18.64,120.74,33,1.9,008 km N 40° W of Pagudpud (Ilocos Norte)
28 February 2020 - 06:34 AM,9.64,126.29,25,2.4,021 km S 44° E of General Luna (Surigao Del Norte)
28 February 2020 - 06:20 AM,13.78,120.95,32,2,004 km N 12° E of Mabini (Batangas)
28 February 2020 - 04:02 AM,14.22,120.33,79,2.1,030 km S 35° W of Mariveles (Bataan)
28 February 2020 - 03:13 AM,3.88,126.01,135,5.5,182 km S 19° E of Sarangani (Davao Occidental)
28 February 2020 - 02:54 AM,19.83,120.99,5,2.6,078 km N 39° W of Calayan (Cagayan)
28 February 2020 - 02:45 AM,14.38,121.48,21,1.7,001 km N 05° E of Paete (Laguna)
28 February 2020 - 01:52 AM,6.77,124.81,33,2.2,004 km N 70° W of Datu Paglas (Maguindanao)
28 February 2020 - 12:51 AM,14.69,120.02,14,2.2,027 km N 87° W of Morong (Bataan)
28 February 2020 - 12:30 AM,6.33,125.05,30,2.4,012 km N 02° W of Polomolok (South Cotabato)
27 February 2020 - 11:48 PM,6.84,124.87,16,2.2,004 km S 69° E of Tulunan (Cotabato)
27 February 2020 - 10:27 PM,10.08,123.89,28,1.8,019 km N 47° W of Clarin (Bohol)
27 February 2020 - 10:13 PM,5.37,126.26,1,3.2,087 km S 85° E of Sarangani (Davao Occidental)
27 February 2020 - 08:42 PM,9.93,126.07,22,3.5,002 km S 70° W of San Isidro (Surigao Del Norte)
27 February 2020 - 08:21 PM,11.15,124.19,34,2.3,023 km N 63° E of Bogo (Cebu)
27 February 2020 - 04:27 PM,9.94,123.2,3,1.8,004 km N 65° E of Tayasan (Negros Oriental)
27 February 2020 - 03:27 PM,5.37,126.62,10,2.9,125 km S 63° E of Jose Abad Santos (Davao Occidental)
27 February 2020 - 01:48 PM,5.2,126.78,4,3.1,147 km S 80° E of Sarangani (Davao Occidental)
27 February 2020 - 12:29 PM,6.43,123.82,1,2.1,031 km S 57° W of Kalamansig (Sultan Kudarat)
27 February 2020 - 12:13 PM,9.78,126.13,32,1.5,003 km S 82° W of General Luna (Surigao Del Norte)
27 February 2020 - 09:47 AM,9.07,126.29,30,2.2,011 km S 83° E of Tandag City (Surigao Del Sur)
27 February 2020 - 09:03 AM,6.9,124.99,10,4.3,013 km S 58° W of Makilala (Cotabato)
27 February 2020 - 08:36 AM,15.83,119.15,10,3.3,076 km S 65° W of Agno (Pangasinan)
27 February 2020 - 08:01 AM,18.54,120.98,34,1.7,005 km S 56° E of Santa Praxedes (Cagayan)
27 February 2020 - 07:02 AM,5.49,126.45,25,2.4,102 km S 65° E of Jose Abad Santos (Davao Occidental)
27 February 2020 - 04:29 AM,6.24,126.24,55,2.6,049 km S 23° E of Governor Generoso (Davao Oriental)
27 February 2020 - 03:48 AM,11.42,124.62,22,1.5,014 km N 08° W of Capoocan (Leyte)
27 February 2020 - 03:38 AM,1.89,126.62,31,3.8,412 km S 18° E of Sarangani (Davao Occidental)
27 February 2020 - 03:03 AM,15.84,119.57,22,2.1,036 km N 89° W of Infanta (Pangasinan)
27 February 2020 - 02:23 AM,11.34,124.61,36,2.2,006 km N 32° W of Capoocan (Leyte)
27 February 2020 - 02:16 AM,9.33,126.33,16,3.5,016 km N 70° E of Cortes (Surigao Del Sur)
27 February 2020 - 02:12 AM,6.68,125.28,28,2.5,008 km N 66° E of Kiblawan (Davao Del Sur)
27 February 2020 - 02:05 AM,11.37,124.58,3,2.5,010 km N 40° W of Capoocan (Leyte)
27 February 2020 - 02:01 AM,6.68,125.29,28,2.8,009 km N 75° E of Kiblawan (Davao Del Sur)
27 February 2020 - 01:51 AM,15.9,119,24,2.9,089 km S 74° W of Agno (Pangasinan)
27 February 2020 - 01:44 AM,15.56,121.2,8,2.5,003 km S 17° E of Laur (Nueva Ecija)
27 February 2020 - 01:40 AM,15.89,118.96,22,3.1,093 km S 74° W of Agno (Pangasinan)
27 February 2020 - 01:33 AM,9.54,126.23,27,2,028 km S 17° E of General Luna (Surigao Del Norte)
27 February 2020 - 01:21 AM,15.95,120.23,1,3,002 km S 54° E of Bugallon (Pangasinan)
27 February 2020 - 12:06 AM,15.49,119.71,35,1.4,022 km N 73° W of Palauig (Zambales)
26 February 2020 - 11:45 PM,17.51,120.65,36,1.8,008 km N 36° E of San Isidro (Abra)
26 February 2020 - 11:29 PM,8.27,125.89,32,2.2,015 km N 41° W of Bunawan (Agusan Del Sur)
26 February 2020 - 11:25 PM,7.74,124.68,4,2.3,008 km N 87° W of Kalilangan (Bukidnon)
26 February 2020 - 11:25 PM,19.16,121.31,9,2,021 km S 51° W of Calayan (Cagayan)
26 February 2020 - 11:03 PM,2.09,124.99,279,3.9,374 km S 08° W of Sarangani (Davao Occidental)
26 February 2020 - 09:45 PM,10.47,125.36,26,2,018 km N 42° E of Hinundayan (Southern Leyte)
26 February 2020 - 09:22 PM,5.83,126.26,13,2.4,071 km S 85° E of Jose Abad Santos (Davao Occidental)
26 February 2020 - 08:19 PM,6.86,126.41,8,2.3,021 km S 11° W of Tarragona (Davao Oriental)
26 February 2020 - 08:13 PM,13.92,120.88,33,1.8,005 km N 48° W of Lemery (Batangas)
26 February 2020 - 08:00 PM,9.74,125.65,33,2.6,008 km N 56° E of Taganaan (Surigao Del Norte)
