Date - Time,Lat,Long,Depth,Mag,Location
30 April 2020 - 11:30 PM,8.05,125.26,9,3.4,012 km S 36° W of Cabanglasan (Bukidnon)
30 April 2020 - 11:14 PM,5.57,126.67,33,2.6,122 km S 73° E of Jose Abad Santos (Davao Occidental)
30 April 2020 - 11:14 PM,6.45,125.01,30,1.5,013 km S 32° E of Lutayan (Sultan Kudarat)
30 April 2020 - 10:48 PM,17.45,120.27,22,2.4,017 km S 48° W of Caoayan (Ilocos Sur)
30 April 2020 - 10:42 PM,18.79,121.08,27,2.4,020 km N 01° E of Claveria (Cagayan)
30 April 2020 - 10:23 PM,13.56,120.62,48,1.5,017 km N 42° W of Abra De Ilog (Occidental Mindoro)
30 April 2020 - 09:20 PM,13.63,120.57,86,2.1,023 km S 17° W of Calatagan (Batangas)
30 April 2020 - 09:10 PM,10.5,125.27,1,3,014 km N 33° E of Hinunangan (Southern Leyte)
30 April 2020 - 09:06 PM,10.52,125.26,1,3.2,011 km S 85° E of Silago (Southern Leyte)
30 April 2020 - 08:33 PM,6.2,125.5,36,2,021 km S 90° W of Don Marcelino (Davao Occidental)
30 April 2020 - 08:29 PM,6.53,126.41,45,1.9,040 km S 70° E of Governor Generoso (Davao Oriental)
30 April 2020 - 08:18 PM,17.06,119.81,22,2.4,065 km N 70° W of Luna (La Union)
30 April 2020 - 06:38 PM,10.5,125.23,1,3.1,008 km S 68° E of Silago (Southern Leyte)
30 April 2020 - 06:21 PM,4.92,127.41,33,3.5,223 km S 75° E of Sarangani (Davao Occidental)
30 April 2020 - 05:48 PM,17.14,122.91,2,3.6,051 km N 80° E of Palanan (Isabela)
30 April 2020 - 04:14 PM,13.2,120.82,38,2,017 km N 38° E of Santa Cruz (Occidental Mindoro)
30 April 2020 - 03:53 PM,7.05,126.42,10,1.8,003 km 00 °est of Tarragona (Davao Oriental)
30 April 2020 - 03:29 PM,6.47,126.18,27,3.1,023 km S 29° E of Governor Generoso (Davao Oriental)
30 April 2020 - 03:23 PM,7.93,126.37,11,2,007 km N 08° W of Boston (Davao Oriental)
30 April 2020 - 02:48 PM,10.52,125.36,29,1.7,022 km S 88° E of Silago (Southern Leyte)
30 April 2020 - 02:24 PM,10.52,125.25,1,2.9,009 km S 83° E of Silago (Southern Leyte)
30 April 2020 - 01:36 PM,10.54,125.36,28,2.3,021 km N 87° E of Silago (Southern Leyte)
30 April 2020 - 01:13 PM,18.96,121.47,6,1.9,036 km S 01° E of Calayan (Cagayan)
30 April 2020 - 01:08 PM,19.1,121.15,16,2.1,039 km S 58° W of Calayan (Cagayan)
30 April 2020 - 12:27 PM,6.31,125.99,19,2.5,035 km N 70° E of Don Marcelino (Davao Occidental)
30 April 2020 - 11:41 AM,10.56,125.31,21,1.9,017 km N 79° E of Silago (Southern Leyte)
30 April 2020 - 11:20 AM,13.98,124.08,10,2,006 km S 81° W of Caramoran (Catanduanes)
30 April 2020 - 11:19 AM,12.86,124.76,7,1.7,037 km N 29° W of Pambujan (Northern Samar)
30 April 2020 - 10:40 AM,9.56,126.08,22,2,014 km S 62° E of Socorro (Surigao Del Norte)
30 April 2020 - 10:08 AM,8.04,126.48,21,1.9,008 km N 87° E of Lingig (Surigao Del Sur)
30 April 2020 - 08:39 AM,6.9,124.81,18,2,006 km N 23° W of Tulunan (Cotabato)
30 April 2020 - 07:59 AM,17.08,121.64,23,2.1,005 km S 21° E of Roxas (Isabela)
30 April 2020 - 07:49 AM,9.06,126.35,25,2.4,013 km N 39° E of Bayabas (Surigao Del Sur)
30 April 2020 - 07:28 AM,6.81,126.37,17,1.8,023 km S 48° E of Mati City (Davao Oriental)
