Date - Time,Lat,Long,Depth,Mag,Location
30 September 2020 - 11:42 PM,9.05,126.57,20,2.3,033 km N 73° E of Bayabas (Surigao Del Sur)
30 September 2020 - 11:36 PM,9.69,126.44,18,2.5,033 km S 71° E of General Luna (Surigao Del Norte)
30 September 2020 - 11:32 PM,13.96,120.86,14,2,006 km N 56° E of Calaca (Batangas)
30 September 2020 - 10:59 PM,9.22,126.25,7,2.1,009 km S 47° E of Cortes (Surigao Del Sur)
30 September 2020 - 10:00 PM,19.03,121.47,28,2.2,026 km S 01° W of Calayan (Cagayan)
30 September 2020 - 09:29 PM,14.45,119.12,33,2.8,118 km S 62° W of San Antonio (Zambales)
30 September 2020 - 09:02 PM,7.84,127.31,16,4,088 km N 70° E of Baganga (Davao Oriental)
30 September 2020 - 08:32 PM,10.46,126.15,5,2.7,050 km N 10° E of Burgos (Surigao Del Norte)
30 September 2020 - 07:16 PM,13.82,120.85,6,2.9,009 km S 60° W of San Luis (Batangas)
30 September 2020 - 06:34 PM,8.76,126.72,36,2.4,047 km S 84° E of Marihatag (Surigao Del Sur)
30 September 2020 - 05:30 PM,14.74,121.42,33,2.1,022 km S 85° W of General Nakar (Quezon)
30 September 2020 - 04:51 PM,17.22,120.24,25,2.5,022 km N 74° W of City Of Candon (Ilocos Sur)
30 September 2020 - 03:21 PM,9.41,126.6,18,3,048 km N 72° E of Cortes (Surigao Del Sur)
30 September 2020 - 03:02 PM,7.88,127.17,24,3.2,076 km N 63° E of Baganga (Davao Oriental)
30 September 2020 - 02:55 PM,5.67,126.16,26,3.2,063 km S 64° E of Jose Abad Santos (Davao Occidental)
30 September 2020 - 02:49 PM,7.85,127.25,18,3.5,082 km N 69° E of Baganga (Davao Oriental)
30 September 2020 - 11:34 AM,9.19,126.24,17,2.6,025 km N 08° W of Bayabas (Surigao Del Sur)
30 September 2020 - 10:30 AM,15.08,122.09,11,3,029 km N 27° E of Burdeos (Quezon)
30 September 2020 - 09:06 AM,9.94,126.43,9,2.9,035 km N 60° E of General Luna (Surigao Del Norte)
30 September 2020 - 08:49 AM,19.78,122.45,28,4.7,064 km N 62° E of Babuyan Island (Calayan) (Cagayan)
30 September 2020 - 08:35 AM,13.46,120.17,7,2.1,030 km S 18° W of Looc (Occidental Mindoro)
30 September 2020 - 05:39 AM,11.85,124.12,1,1.9,021 km S 40° E of Cataingan (Masbate)
30 September 2020 - 05:22 AM,9.85,125.99,17,2.7,019 km N 69° W of General Luna (Surigao Del Norte)
30 September 2020 - 04:51 AM,14.6,119.7,20,2.4,057 km S 48° W of San Antonio (Zambales)
30 September 2020 - 04:02 AM,19.01,121.4,9,2.3,018 km N 11° E of Fuga Island (Aparri) (Cagayan)
30 September 2020 - 03:30 AM,17.18,120.29,14,2.6,016 km N 84° W of City Of Candon (Ilocos Sur)
30 September 2020 - 02:42 AM,7.46,126.9,87,3.4,039 km S 70° E of Baganga (Davao Oriental)
