Date - Time,Lat,Long,Depth,Mag,Location
30 November 2020 - 11:40 PM,13.84,119.98,1,1.9,015 km S 82° W of Lubang (Occidental Mindoro)
30 November 2020 - 10:31 PM,13.48,120.2,10,3.5,027 km S 12° W of Looc (Occidental Mindoro)
30 November 2020 - 10:00 PM,18.88,121.43,14,2.2,007 km N 66° E of Fuga Island (Aparri) (Cagayan)
30 November 2020 - 06:43 PM,8.5,124.12,56,2.1,026 km S 75° W of Libertad (Misamis Oriental)
30 November 2020 - 05:28 PM,9.84,125.8,16,1.8,017 km S 57° E of Cagdianao (Dinagat Islands)
30 November 2020 - 04:01 PM,6.05,126.43,47,2.5,078 km S 30° E of Governor Generoso (Davao Oriental)
30 November 2020 - 10:45 AM,7.62,127.13,14,3.6,063 km N 85° E of Baganga (Davao Oriental)
30 November 2020 - 08:56 AM,6.75,126.64,157,3.1,039 km S 33° E of Tarragona (Davao Oriental)
30 November 2020 - 08:47 AM,7.67,126.85,1,2.9,033 km N 71° E of Baganga (Davao Oriental)
30 November 2020 - 08:46 AM,16.66,121.02,23,2.6,014 km N 04° W of Ambaguio (Nueva Vizcaya)
30 November 2020 - 08:46 AM,8.27,126.85,1,1.8,054 km N 62° E of Lingig (Surigao Del Sur)
30 November 2020 - 08:42 AM,7.81,126.97,14,2.4,052 km N 60° E of Baganga (Davao Oriental)
30 November 2020 - 07:56 AM,7.79,127.06,17,2.9,059 km N 67° E of Baganga (Davao Oriental)
30 November 2020 - 07:54 AM,7.87,126.88,11,2.4,048 km N 47° E of Baganga (Davao Oriental)
30 November 2020 - 07:51 AM,7.76,127.06,19,3.5,058 km N 70° E of Baganga (Davao Oriental)
30 November 2020 - 07:48 AM,9.04,126.02,32,1.9,030 km N 74° W of Bayabas (Surigao Del Sur)
30 November 2020 - 07:35 AM,7.78,127.14,20,3.5,068 km N 71° E of Baganga (Davao Oriental)
30 November 2020 - 07:29 AM,11.89,124.1,1,2.2,016 km S 41° E of Cataingan (Masbate)
