Date - Time,Lat,Long,Depth,Mag,Location
31 August 2020 - 11:56 PM,14.13,120.39,95,2.1,026 km N 78° W of Nasugbu (Batangas)
31 August 2020 - 11:15 PM,6.95,126.57,103,4.2,029 km S 07° E of Manay (Davao Oriental)
31 August 2020 - 10:57 PM,4.61,125.92,163,3.2,104 km S 29° E of Sarangani (Davao Occidental)
31 August 2020 - 10:35 PM,6.03,126.26,119,3,072 km S 17° E of Governor Generoso (Davao Oriental)
31 August 2020 - 10:33 PM,15.1,121.5,5,2.1,037 km N 60° W of Panukulan (Quezon)
31 August 2020 - 10:23 PM,11.39,125.74,1,3.1,015 km N 61° E of Hernani (Eastern Samar)
31 August 2020 - 10:18 PM,9.1,126.56,13,2.6,033 km N 66° E of Bayabas (Surigao Del Sur)
31 August 2020 - 09:50 PM,14.83,122.86,34,2.7,054 km N 76° E of Jomalig (Quezon)
31 August 2020 - 09:19 PM,13.67,120.79,103,2,024 km S 44° E of Calatagan (Batangas)
31 August 2020 - 07:44 PM,12.29,123.85,21,2.4,034 km N 29° W of Cataingan (Masbate)
31 August 2020 - 06:55 PM,10.66,122.68,1,2.4,006 km S 52° E of Buenavista (Guimaras)
31 August 2020 - 06:17 PM,10.11,126.39,17,3.7,036 km N 73° E of Burgos (Surigao Del Norte)
31 August 2020 - 05:27 PM,9.11,126.68,14,2.8,047 km N 71° E of Bayabas (Surigao Del Sur)
31 August 2020 - 04:08 PM,9.99,126.15,12,3.7,008 km S 38° E of Burgos (Surigao Del Norte)
31 August 2020 - 02:21 PM,9.72,126.72,14,3.1,062 km S 84° E of General Luna (Surigao Del Norte)
31 August 2020 - 10:23 AM,12.17,123.98,19,2.4,017 km N 06° W of Cataingan (Masbate)
31 August 2020 - 09:27 AM,19.32,120.12,23,2.7,105 km N 32° W of Burgos (Ilocos Norte)
31 August 2020 - 08:34 AM,19.37,120.03,33,2.7,114 km N 35° W of Burgos (Ilocos Norte)
31 August 2020 - 08:32 AM,19.4,119.95,23,2.6,122 km N 37° W of Burgos (Ilocos Norte)
