Date - Time,Lat,Long,Depth,Mag,Location
31 Oct 2017 - 11:35 PM,5.54,126.54,107,3.2,110 km S 69° E of Jose Abad Santos (Davao Occidental)
31 Oct 2017 - 10:25 PM,12.94,124.6,23,2.2,038 km N 42° E of Biri (Northern Samar)
31 Oct 2017 - 09:12 PM,13.09,120.87,1,2.3,016 km N 83° E of Santa Cruz (Occidental Mindoro)
31 Oct 2017 - 06:14 PM,8.54,123.87,8,2.6,026 km S 78° E of Dipolog City
31 Oct 2017 - 03:45 PM,16.9,120.24,25,2.6,015 km N 72° W of Luna (La Union)
31 Oct 2017 - 11:14 AM,14.59,124,19,4.5,062 km N 17° W of Pandan (Cataduanes)
31 Oct 2017 - 11:11 AM,3.79,126.39,113,4.3,209 km S 29° E of Sarangani (Davao Occidental)
31 Oct 2017 - 04:51 AM,4.88,124.37,105,3.2,126 km S 13° W of Kiamba (Sarangani)
31 Oct 2017 - 01:49 AM,13.8,120.55,122,3,010 km S 70° W of Calatagan (Batangas)
31 Oct 2017 - 01:25 AM,13.72,120.52,93,3.1,017 km S 45° W of Calatagan (Batangas)
30 Oct 2017 - 04:07 PM,19.04,121.3,9,2,032 km S 33° W of Calayan (Cagayan)
30 Oct 2017 - 02:46 PM,9.96,126.25,11,2.7,018 km N 80° E of San Isidro (Surigao Del Norte)
30 Oct 2017 - 02:11 PM,10.43,126.35,32,3.7,055 km N 34° E of Burgos (Surigao Del Norte)
30 Oct 2017 - 09:15 AM,15.09,120.04,22,2.1,004 km N 44° W of San Felipe (Zambales)
30 Oct 2017 - 07:10 AM,9.33,126.32,29,2.6,016 km N 66° E of Cortes (Surigao Del Sur)
30 Oct 2017 - 05:37 AM,5.88,127.31,102,3,160 km S 58° E of Governor Generoso (Davao Oriental)
30 Oct 2017 - 05:01 AM,13.84,120.52,115,4.1,012 km N 84° W of Calatagan (Batangas)
30 Oct 2017 - 02:26 AM,15.15,122.33,23,2.4,048 km N 06° W of Jomalig (Quezon)
30 Oct 2017 - 01:09 AM,19.04,121.11,4,2.8,045 km S 54° W of Calayan (Cagayan)
30 Oct 2017 - 12:32 AM,5.83,127.1,129,3.1,146 km S 51° E of Governor Generoso (Davao Oriental)
29 Oct 2017 - 10:48 PM,13.76,122.97,4,2.7,001 km S 33° W of Sipocot (Camarines Sur)
29 Oct 2017 - 08:33 PM,8.42,125.67,66,2.1,012 km S 46° W of San Luis (Agusan Del Sur)
29 Oct 2017 - 06:47 PM,6.86,125.8,1,2.4,023 km S 78° W of Lupon (Davao Oriental)
29 Oct 2017 - 06:08 PM,7.15,125.43,23,2.5,022 km N 63° W of Davao City (Davao Del Sur)
29 Oct 2017 - 05:27 PM,7.51,125.6,35,3.5,009 km N 17° W of Santo Tomas (Davao Del Norte)
29 Oct 2017 - 03:06 PM,16.32,120.88,15,3.4,005 km S 20° W of Kayapa (Nueva Vizcaya)
29 Oct 2017 - 02:47 PM,12.93,124.23,93,2.4,012 km N 87° E of Gubat (Sorsogon)
