Date - Time,Lat,Long,Depth,Mag,Location
31 March 2022 - 11:57 PM,2.56,126.06,35,4.4,323 km S 13Åã E of Balut Island (Municipality Of Sarangani) (Davao Occidental)
31 March 2022 - 11:28 PM,11.42,124.46,8,1.9,006 km N 25Åã W of Leyte (Leyte)
31 March 2022 - 10:23 PM,7.78,122.03,10,2.6,013 km S 76Åã W of Baliguian (Zamboanga Del Norte)
31 March 2022 - 10:05 PM,13.85,120.59,181,2.6,005 km N 65Åã W of Calatagan (Batangas)
31 March 2022 - 09:27 PM,11.71,125.17,20,1.7,011 km N 87Åã E of Hinabangan (Samar)
31 March 2022 - 09:22 PM,9.03,126.2,57,1.9,003 km N 69Åã W of Tago (Surigao Del Sur)
31 March 2022 - 07:50 PM,5.06,126.3,101,3.5,103 km S 64Åã E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental)
31 March 2022 - 05:59 PM,7.76,122.3,28,2,018 km S 71Åã E of Baliguian (Zamboanga Del Norte)
31 March 2022 - 05:10 PM,15.63,121.68,18,2.4,019 km S 43Åã E of Baler (Aurora)
31 March 2022 - 12:33 PM,14.26,119.26,26,2.2,103 km N 64Åã W of Lubang (Occidental Mindoro)
31 March 2022 - 12:25 PM,14.26,119.27,24,2.3,102 km N 64Åã W of Lubang (Occidental Mindoro)
31 March 2022 - 12:22 PM,14.25,119.13,31,3,115 km N 68Åã W of Lubang (Occidental Mindoro)
31 March 2022 - 09:48 AM,13.87,119.32,30,3.1,087 km N 89Åã W of Lubang (Occidental Mindoro)
31 March 2022 - 08:56 AM,7.69,124.79,2,2.5,007 km S 42Åã E of Kalilangan (Bukidnon)
31 March 2022 - 07:46 AM,14.16,119.64,18,1.6,062 km N 57Åã W of Lubang (Occidental Mindoro)
31 March 2022 - 07:27 AM,13.76,120.64,99,1.9,009 km S 09Åã E of Calatagan (Batangas)
31 March 2022 - 06:40 AM,18.54,120.43,1,3.1,023 km N 83Åã W of Burgos (Ilocos Norte)
31 March 2022 - 05:53 AM,8.23,122.98,24,2.1,002 km S 75Åã W of Sindangan (Zamboanga Del Norte)
31 March 2022 - 05:17 AM,9.11,126.66,8,2.6,045 km N 69Åã E of Bayabas (Surigao Del Sur)
31 March 2022 - 05:03 AM,14.15,119.32,23,2.3,093 km N 70Åã W of Lubang (Occidental Mindoro)
31 March 2022 - 04:58 AM,12.36,124.86,52,3.2,019 km N 81Åã W of Las Navas (Northern Samar)
31 March 2022 - 04:42 AM,14.31,119.3,17,2,102 km N 61Åã W of Lubang (Occidental Mindoro)
31 March 2022 - 03:24 AM,14.05,119.34,27,1.7,087 km N 76Åã W of Lubang (Occidental Mindoro)
31 March 2022 - 02:47 AM,5.95,127.27,134,3,152 km S 37Åã E of Tarragona (Davao Oriental)
